,DateTime,Timestamp,Watt,Date
522,14:26:55,1514294815,37.153522,26.12.17
523,14:27:01,1514294821,12.385758,26.12.17
524,14:27:06,1514294826,12.359373,26.12.17
525,14:27:11,1514294831,41.079247,26.12.17
526,14:27:16,1514294836,12.500957,26.12.17
527,14:27:21,1514294841,12.342338,26.12.17
528,14:27:26,1514294846,60.713955,26.12.17
529,14:27:32,1514294852,54.092075,26.12.17
530,14:27:37,1514294857,12.330464,26.12.17
531,14:27:42,1514294862,12.441078,26.12.17
532,14:27:47,1514294867,64.747253,26.12.17
533,14:27:52,1514294872,12.42736,26.12.17
534,14:27:57,1514294877,60.123867,26.12.17
535,14:28:02,1514294882,12.803186,26.12.17
536,14:28:07,1514294887,6.675268,26.12.17
537,14:28:12,1514294892,79.812782,26.12.17
538,14:28:18,1514294898,7.317328,26.12.17
539,14:28:23,1514294903,6.711754,26.12.17
540,14:28:28,1514294908,7.391966,26.12.17
541,14:28:33,1514294913,68.341812,26.12.17
542,14:28:38,1514294918,6.703746,26.12.17
543,14:28:43,1514294923,6.709871,26.12.17
544,14:28:48,1514294928,68.258553,26.12.17
545,14:28:53,1514294933,6.692536,26.12.17
546,14:28:59,1514294939,6.705282,26.12.17
547,14:29:04,1514294944,68.249054,26.12.17
548,14:29:09,1514294949,6.713454,26.12.17
549,14:29:14,1514294954,6.676858,26.12.17
550,14:29:19,1514294959,68.289452,26.12.17
551,14:29:24,1514294964,6.769329,26.12.17
552,14:29:29,1514294969,6.664854,26.12.17
553,14:29:34,1514294974,93.04422,26.12.17
554,14:29:40,1514294980,62.681797,26.12.17
555,14:29:45,1514294985,6.632821,26.12.17
556,14:29:50,1514294990,6.650321,26.12.17
557,14:29:55,1514294995,70.417984,26.12.17
558,14:30:00,1514295000,6.638254,26.12.17
559,14:30:05,1514295005,6.64489,26.12.17
560,14:30:10,1514295010,77.317352,26.12.17
561,14:30:15,1514295015,6.682433,26.12.17
562,14:30:20,1514295020,6.641559,26.12.17
563,14:30:26,1514295026,77.271652,26.12.17
564,14:30:31,1514295031,7.943709,26.12.17
565,14:30:36,1514295036,6.637355,26.12.17
566,14:30:41,1514295041,91.940552,26.12.17
567,14:30:46,1514295046,13.37161,26.12.17
568,14:30:51,1514295051,6.67034,26.12.17
569,14:30:56,1514295056,27.049768,26.12.17
570,14:31:02,1514295062,68.657654,26.12.17
571,14:31:07,1514295067,6.657048,26.12.17
572,14:31:12,1514295072,6.6568,26.12.17
573,14:31:17,1514295077,62.007904,26.12.17
